Rank,asn_v4,AS_Name,CC,Users,country_pct,Internet_pct,Samples
13428,"AS265986","Eduardo Candido da Silva - ME","BR",4203,0.00,0.0001,406
13429,"AS267059","NOVA GUARITA CONSTRUTORA E INCORPORADORA LTDA-EPP","BR",4203,0.00,0.0001,406
13430,"AS1657","LOUISVILLE - University of Louisville","US",4203,0.00,0.0001,1059
13431,"AS262955","VERAO COMUNICACOES LTDA","BR",4203,0.00,0.0001,406
13432,"AS264472","BCNET SERVICOS DE INFORMATICA LTDA - ME","BR",4203,0.00,0.0001,406
13433,"AS45025","EDN-AS","EE",4203,0.35,0.0001,578
13434,"AS33941","GCONNECT Gconnect Autonomous System","GB",4201,0.01,0.0001,513
13435,"AS54755","DWW-AS - Desert Winds Wireless Inc","US",4199,0.00,0.0001,1058
13436,"AS138561","","BD",4199,0.02,0.0001,613
13437,"AS197503","SPTELEKAS","PL",4199,0.02,0.0001,772
13438,"AS202719","PRANET","CZ",4198,0.04,0.0001,418
13439,"AS50281","ISP6-6-AS","UA",4197,0.02,0.0001,909
13440,"AS395399","VDM - City of Montreal","CA",4197,0.01,0.0001,591
13441,"AS396125","CCL-NETWORKS - CCL Networks Inc","CA",4197,0.01,0.0001,591
13442,"AS48670","UNIS","RU",4197,0.00,0.0001,592
13443,"AS38289","PIVIT-AS-AU-AP Pivit Pty Ltd","AU",4196,0.02,0.0001,332
13444,"AS14369","NMAX - Nmax","US",4195,0.00,0.0001,1057
13445,"AS26231","SFIA-ASN - San Francisco International Airport","US",4195,0.00,0.0001,1057
13446,"AS28982","E-WRO","PL",4194,0.02,0.0001,771
13447,"AS262964","CWNET SERVIOS TCNICOS","BR",4193,0.00,0.0001,405
13448,"AS264031","BRASILTEC SOLUCOES DIGITAIS LTDA - ME","BR",4193,0.00,0.0001,405
13449,"AS266261","KBPS TELECOM EIRELI - ME","BR",4193,0.00,0.0001,405
13450,"AS267624","RAIMAX INTERNET LTDA","BR",4193,0.00,0.0001,405
13451,"AS55764","HGSL-IN HGSL House, No.614","IN",4192,0.00,0.0001,587
13452,"AS21686","SYSTEMMETRICS-1 - SystemMetrics Corporation","US",4191,0.00,0.0001,1056
13453,"AS31404","LYCATEL-AS","BE",4191,0.04,0.0001,347
13454,"AS12025","IO-DATA-CENTERS - IO Capital Princess, LLC","US",4191,0.00,0.0001,1056
13455,"AS264680","ESPACIOS SRL","AR",4191,0.01,0.0001,671
13456,"AS44587","MEGACOM-AS","RU",4190,0.00,0.0001,591
13457,"AS133115","HKKF-AS-AP hongkong kwaifong information service limited","HK",4190,0.08,0.0001,2154
13458,"AS44851","BG-RETEL-AS BG Retel AS","BG",4189,0.10,0.0001,2295
13459,"AS17550","SMC-AS-AP San Miguel Corporation","PH",4189,0.01,0.0001,486
13460,"AS32922","ATCCOMMICATIONS - ATC Communications","US",4187,0.00,0.0001,1055
13461,"AS32432","COFAN - Colleges of the Fenway, Inc.","US",4187,0.00,0.0001,1055
13462,"AS32475","SINGLEHOP-LLC - SingleHop, Inc.","US",4187,0.00,0.0001,1055
13463,"AS21256","VIZOR-AS Lutsk, Ukraine","UA",4187,0.02,0.0001,907
13464,"AS13121","NAVIGATOR","UA",4187,0.02,0.0001,907
13465,"AS43987","STCS-AS","SA",4186,0.02,0.0001,442
13466,"AS205856","ASPOLNET24","PL",4183,0.02,0.0001,769
13467,"AS25506","TVP-AS","PL",4183,0.02,0.0001,769
13468,"AS42303","FIBERDIREKT","SE",4183,0.04,0.0001,353
13469,"AS47155","VIAE-AS","SE",4183,0.04,0.0001,353
13470,"AS394688","QUINNIPIAC-UNIVERSITY - Quinnipiac University","US",4183,0.00,0.0001,1054
13471,"AS10778","MCL Internet","CL",4182,0.03,0.0001,594
13472,"AS264887","mads provedor de acesso de telecomunicaoes","BR",4182,0.00,0.0001,404
13473,"AS267210","Netsoluti Consultoria e Solues em Informtica","BR",4182,0.00,0.0001,404
13474,"AS267201","FIBER ONE TELECOMUNICAES EIRELI","BR",4182,0.00,0.0001,404
13475,"AS266285","J D S MEDEIROS PROVEDOR DE INTERNET - ME","BR",4182,0.00,0.0001,404
13476,"AS52624","EDSON MARTINS PROVEDOR LTDA ME","BR",4182,0.00,0.0001,404
13477,"AS28184","Interjato Servios de Telecomunicaes Ltda.","BR",4182,0.00,0.0001,404
13478,"AS197381","DWTC-AS","AE",4181,0.05,0.0001,174
13479,"AS24273","CANON CANON INC.","JP",4179,0.00,0.0001,253
13480,"AS38872","ISBNET-AS-IN Indian School of Business, a world class business school, India","IN",4178,0.00,0.0001,585
13481,"AS56821","SYSGENIC-AS","CZ",4178,0.04,0.0001,416
13482,"AS1101","IP-EEND-AS IP-EEND BV","NL",4177,0.03,0.0001,433
13483,"AS42689","CABLECOM-AS","NL",4177,0.03,0.0001,433
13484,"AS50227","ORBITAPLUS-AS","RU",4176,0.00,0.0001,589
13485,"AS51624","ITC21VEK-AS","RU",4176,0.00,0.0001,589
13486,"AS134069","NMSBM-AS-AP NTT MSC SDN. BHD.","MY",4176,0.02,0.0001,680
13487,"AS11757","WHIRLPOOL-ASN - Whirlpool Corporation","US",4175,0.00,0.0001,1052
13488,"AS5707","UTHSC-H - The University of Texas Health Science Center at Houston","US",4175,0.00,0.0001,1052
13489,"AS18028","GSNU-AS-KR GyeongSang National University","KR",4173,0.01,0.0001,443
13490,"AS266643","NETFY TELECOMUNICACOES","BR",4172,0.00,0.0001,403
13491,"AS264931","Net Galileu Servicos de Telecomunicao LTDA ME","BR",4172,0.00,0.0001,403
13492,"AS265037","Globo On NET . Ltda - EPP","BR",4172,0.00,0.0001,403
13493,"AS61242","MULTINET","PL",4172,0.02,0.0001,767
13494,"AS52616","SUDONET - INFORMATICA LTDA - ME","BR",4172,0.00,0.0001,403
13495,"AS266102","Net Speed BA","BR",4172,0.00,0.0001,403
13496,"AS3268","CYNET","CY",4172,0.49,0.0001,1018
13497,"AS53707","KINGSLAND - Kings Bay Communications, Inc.","US",4171,0.00,0.0001,1051
13498,"AS44647","ARIO","SI",4167,0.28,0.0001,1627
13499,"AS48534","GUS-AS","PL",4167,0.02,0.0001,766
13500,"AS30263","COTNET - Cal-Ore Telephone Co.","US",4167,0.00,0.0001,1050
13501,"AS62282","RACKRAY UAB Rakrejus","LT",4166,0.19,0.0001,753
13502,"AS7557","KTNET-AS Korea Trade Network","KR",4164,0.01,0.0001,442
13503,"AS17960","RAINS-AS University of the Ryukyus","JP",4163,0.00,0.0001,252
13504,"AS57583","ASVASHNET","RU",4162,0.00,0.0001,587
13505,"AS136093","FAZNET-AS-ID PT Mitra Lintas Multimedia","ID",4162,0.01,0.0001,1170
13506,"AS264919","ULTRACEU LTDA","BR",4161,0.00,0.0001,402
13507,"AS265081","Carlessi Comrcio e Solues de Internet LTDA ME","BR",4161,0.00,0.0001,402
13508,"AS266556","THOMAS INFORMTICA LTDA","BR",4161,0.00,0.0001,402
13509,"AS265500","ALMEIRIM TELECOM LTDA - ME","BR",4161,0.00,0.0001,402
13510,"AS263497","DH ONLINE INTERNET LTDA","BR",4161,0.00,0.0001,402
13511,"AS267729","","AR",4160,0.01,0.0001,666
13512,"AS30844","LIQUID-AS","TZ",4160,0.13,0.0001,522
13513,"AS41736","NOVANETWORKS-AS","IE",4159,0.11,0.0001,741
13514,"AS137113","","IN",4156,0.00,0.0001,582
13515,"AS48747","LUKOVITNET","BG",4156,0.10,0.0001,2277
13516,"AS132676","IDNIC-UNSRI-AS-ID Universitas Sriwijaya","ID",4155,0.01,0.0001,1168
13517,"AS19","LEIDOS-AS - Leidos, Inc.","US",4155,0.00,0.0001,1047
13518,"AS4049","CCL-AS-AP Computer Concepts Limited","NZ",4152,0.10,0.0001,355
13519,"AS266564","C. J. ALVES NETWORK SERVIOS DE INFORMTICA E INTE","BR",4151,0.00,0.0001,401
13520,"AS15313","PMTL-AS1 - Pembroke Telephone Company, Inc.","US",4151,0.00,0.0001,1046
13521,"AS266311","Nossa Provedor de Internet Ltda","BR",4151,0.00,0.0001,401
13522,"AS28615","Televisao Cidade SA","BR",4151,0.00,0.0001,401
13523,"AS266535","PELIKAN NET LTDA-ME","BR",4151,0.00,0.0001,401
13524,"AS42155","CH-EVARD-4","CH",4150,0.06,0.0001,336
13525,"AS23984","CONDUENTIND-AS-AP CONDUENT BUSINESS SERVICES INDIA LLP","IN",4149,0.00,0.0001,581
13526,"AS137131","DNET-AS-IN Dnet E Solutions Pvt Ltd","IN",4149,0.00,0.0001,581
13527,"AS206276","CITELIA","ES",4148,0.01,0.0001,421
13528,"AS63402","UCDP-ORLCORP - Universal Orlando","US",4147,0.00,0.0001,1045
13529,"AS62069","TELECOM-UNION-AS","RU",4147,0.00,0.0001,585
13530,"AS30953","PROC","RU",4147,0.00,0.0001,585
13531,"AS7965","Universidad Catolica Andres Bello","VE",4147,0.02,0.0001,277
13532,"AS27659","Ingeniera e Informtica Asociada Ltda (IIA Ltda)","CL",4147,0.03,0.0001,589
13533,"AS131919","MEIJI-NET Meiji University","JP",4146,0.00,0.0001,251
13534,"AS52241","Lunamen S.A.","UY",4146,0.18,0.0001,860
13535,"AS201328","TKK-NET-ASN","PL",4145,0.02,0.0001,762
13536,"AS263185","MEDIA COMMERCE PER S.A.C","PE",4144,0.03,0.0001,682
13537,"AS46825","CBPU - Coldwater Board of Public Utilities","US",4143,0.00,0.0001,1044
13538,"AS263780","Global Telecomunicaciones SRL","AR",4141,0.01,0.0001,663
13539,"AS5692","Universidad Nacional de La Plata","AR",4141,0.01,0.0001,663
13540,"AS267659","CONEXXUS SERVIO DE INFORMATICA","BR",4141,0.00,0.0001,400
13541,"AS264050","N. DE CARVALHO SANTANA EIRELI","BR",4141,0.00,0.0001,400
13542,"AS264267","TaboadoNET Comunicao e Multimdia LTDA-ME","BR",4141,0.00,0.0001,400
13543,"AS266019","VSP INFORMATICA LTDA","BR",4141,0.00,0.0001,400
13544,"AS16143","RADIONET-AS","RU",4140,0.00,0.0001,584
13545,"AS50448","SYSTEM-SERVICE-AS","RU",4140,0.00,0.0001,584
13546,"AS56844","S2EENERGIE-ASN","FR",4139,0.01,0.0001,577
13547,"AS200918","ORELSOFT","CZ",4138,0.04,0.0001,412
13548,"AS56934","SOLOGIGABIT-AS","ES",4138,0.01,0.0001,420
13549,"AS49532","SERVERHUB-","DE",4138,0.01,0.0001,257
13550,"AS61287","WLP-AS","CH",4137,0.06,0.0001,335
13551,"AS48904","VAGGERYDENERGI","SE",4135,0.04,0.0001,349
13552,"AS6067","ONYX Onyx Group","GB",4135,0.01,0.0001,505
13553,"AS4150","SUPRANET-WIS - SupraNet Communications, Inc.","US",4135,0.00,0.0001,1042
13554,"AS395748","NS - NetSpeed LLC","US",4135,0.00,0.0001,1042
13555,"AS10973","KALAMA - Scatter Creek InfoNet, Inc.","US",4131,0.00,0.0001,1041
13556,"AS19902","NET-STATE-OHIO - Department of Administrative Services","US",4131,0.00,0.0001,1041
13557,"AS52890","Centro Integrado de Telemtica do Exrcito","BR",4130,0.00,0.0001,399
13558,"AS28140","Maxiweb Internet Provider","BR",4130,0.00,0.0001,399
13559,"AS61708","INFOCAT INFORMTICA LTDA","BR",4130,0.00,0.0001,399
13560,"AS266194","FIBRANET TELECOM LTDA","BR",4130,0.00,0.0001,399
13561,"AS5400","BT","BE",4130,0.04,0.0001,342
13562,"AS263164","Purple Security Master Eireli","BR",4130,0.00,0.0001,399
13563,"AS14368","BRAZOS-INTERNET - Brazos Internet","US",4127,0.00,0.0001,1040
13564,"AS14822","MSKCC - Memorial Sloan-Kettering Cancer Center","US",4127,0.00,0.0001,1040
13565,"AS43270","OKEYNET","RU",4126,0.00,0.0001,582
13566,"AS198436","GOLDSURF","TR",4126,0.01,0.0001,1720
13567,"AS31662","KNSURSELVA Kommunikations Netz Surselva","CH",4125,0.06,0.0001,334
13568,"AS26894","NOACSC-AS - Northwest Ohio Area Computer Services Cooperative","US",4123,0.00,0.0001,1039
13569,"AS266749","","AR",4122,0.01,0.0001,660
13570,"AS204227","SAPSESOF","DE",4122,0.01,0.0001,256
13571,"AS59675","MYWIRENET-AS","DE",4122,0.01,0.0001,256
13572,"AS62179","ECOFON","LT",4122,0.19,0.0001,745
13573,"AS134996","EXA-NET-AS-AP BSITC PHILS., INC.","PH",4120,0.01,0.0001,478
13574,"AS55933","CLOUDIE-AS-AP Cloudie Limited","HK",4120,0.07,0.0001,2118
13575,"AS265342","R DA SILVA SOUSA  CIA LTDA-ME","BR",4120,0.00,0.0001,398
13576,"AS61732","HOBY INTERNET TECNOLOGIA","BR",4120,0.00,0.0001,398
13577,"AS52556","Ivanildo Junior E Idalecio Ribeiro Art. Info. Ltda","BR",4120,0.00,0.0001,398
13578,"AS267492","ROBSON CARLOS THOMES - ME","BR",4120,0.00,0.0001,398
13579,"AS61691","NEPOMUCENO E TOCHETTO TELECOMUNICACOES LTDA - ME","BR",4120,0.00,0.0001,398
13580,"AS62511","DCI - DAVIS COMMUNICATIONS, INC.","US",4119,0.00,0.0001,1038
13581,"AS3219","HU-GOVNET Hungarian Governmental IP Network","HU",4117,0.05,0.0001,1029
13582,"AS137570","","BD",4117,0.02,0.0001,601
13583,"AS264715","COOPERATIVA ELECTRICA LIMITADA DE RUFINO","AR",4116,0.01,0.0001,659
13584,"AS137209","OBB-AS-AP Oasis Broadband Internet Pvt Ltd","NP",4115,0.08,0.0001,1093
13585,"AS197112","JACSANET","HU",4113,0.05,0.0001,1028
13586,"AS35979","WESTPHALIA-01 - WBI","US",4111,0.00,0.0001,1036
13587,"AS40837","GLDFLDTCM - Goldfield Telecom, LLC","US",4111,0.00,0.0001,1036
13588,"AS136134","INDEPENDENT-AS-AP Independent Univeristy, Bangladesh","BD",4110,0.02,0.0001,600
13589,"AS266434","MASTER DATA TELECOMUNICACOES LTDA - ME","BR",4110,0.00,0.0001,397
13590,"AS268354","","BR",4110,0.00,0.0001,397
13591,"AS53127","VB Telecom Com. e Serv. de Info Ltda","BR",4110,0.00,0.0001,397
13592,"AS9649","MOPH-TH-AP Information Technology Office","TH",4109,0.01,0.0001,628
13593,"AS13882","HLIC - Hartford Life Insurance Company","US",4108,0.00,0.0001,1035
13594,"AS11995","OHSU - Oregon Health  Science University","US",4108,0.00,0.0001,1035
13595,"AS35760","PROXNET-AS","PL",4107,0.01,0.0001,755
13596,"AS33891","CORE-BACKBONE","DE",4106,0.01,0.0001,255
13597,"AS50629","LWLCOM","DE",4106,0.01,0.0001,255
13598,"AS48882","OPTIMA-SHID-AS","RU",4105,0.00,0.0001,579
13599,"AS199362","WISH","IT",4105,0.01,0.0001,658
13600,"AS15759","DIN-AS Tomsk, Russia","RU",4105,0.00,0.0001,579
13601,"AS23523","VOYAGEURINTERNET-1 - Voyageur Internet Inc","CA",4104,0.01,0.0001,578
13602,"AS46294","SCATUI - SCATUI","US",4104,0.00,0.0001,1034
13603,"AS2457","FR-RAIMU-2 Reseau de collecte des Universites dAix Marseille","FR",4103,0.01,0.0001,572
13604,"AS61208","SCORTEL-AS","MD",4103,0.21,0.0001,595
13605,"AS48504","OPENIP","FR",4103,0.01,0.0001,572
13606,"AS21331","OKDN-AS","NO",4103,0.08,0.0001,383
13607,"AS4473","ATTIS-ASN4473 - ATT Internet Services","US",4100,0.00,0.0001,1033
13608,"AS204875","ISTEC-AS","UA",4100,0.02,0.0001,888
13609,"AS137497","","IN",4099,0.00,0.0001,574
13610,"AS264145","FACILNET PROVEDOR E SERVIOS LTDA-ME","BR",4099,0.00,0.0001,396
13611,"AS265123","Connect Viradouro Provedor de Internet Ltda","BR",4099,0.00,0.0001,396
13612,"AS267017","ERIC ANDRADE DE FREITAS ME","BR",4099,0.00,0.0001,396
13613,"AS265166","CLEYTON MOISES LUIZ CORDEIRO - ME","BR",4099,0.00,0.0001,396
13614,"AS264000","FibraON - Fabricio Piloni Bertolo - ME","BR",4099,0.00,0.0001,396
13615,"AS25341","LINIYA-AS","RU",4098,0.00,0.0001,578
13616,"AS203997","HILINK-NET HiLink LLC","RU",4098,0.00,0.0001,578
13617,"AS9593","NIKKEI Nikkei Inc.","JP",4097,0.00,0.0001,248
13618,"AS31017","GMBNET","RO",4096,0.04,0.0001,995
13619,"AS14800","METRATECH - METRATECH CORP.","US",4096,0.00,0.0001,1032
13620,"AS36492","GOOGLEWIFI - Google, LLC","ID",4094,0.01,0.0001,1151
13621,"AS36794","SCOCA - South Central Ohio Computer Association","US",4092,0.00,0.0001,1031
13622,"AS55958","INTEL-CHINA Intel China Ltd","US",4092,0.00,0.0001,1031
13623,"AS137164","","IN",4092,0.00,0.0001,573
13624,"AS34990","SKYINET-AS","RU",4091,0.00,0.0001,577
13625,"AS60195","SCARNET-AS","PL",4090,0.01,0.0001,752
13626,"AS60386","BIXMASTER-AS","UA",4090,0.02,0.0001,886
13627,"AS266248","NetSV Servio de Comunicao Multimdia LTDA","BR",4089,0.00,0.0001,395
13628,"AS61800","Utinga Eletro Informtica Comercial LTDA","BR",4089,0.00,0.0001,395
13629,"AS47866","IBROWSE","FR",4089,0.01,0.0001,570
13630,"AS268294","","BR",4089,0.00,0.0001,395
13631,"AS268234","","BR",4089,0.00,0.0001,395
13632,"AS16039","KNET","ES",4089,0.01,0.0001,415
13633,"AS262650","Kyatera Informatica Ltda","BR",4089,0.00,0.0001,395
13634,"AS52946","RADIUM NET INTERNET PROVEDOR LTDA ME","BR",4089,0.00,0.0001,395
13635,"AS13427","SOFTCOM-INTERNET-COMMUNICATIONS - Softcom Internet Communications, Inc.","US",4088,0.00,0.0001,1030
13636,"AS32758","TOTELCSI - TotelCSI","US",4088,0.00,0.0001,1030
13637,"AS202600","KGSG","PL",4085,0.01,0.0001,751
13638,"AS56478","BCUBE-AS","AE",4085,0.05,0.0001,170
13639,"AS49601","UNITEL-MEDIA","PL",4085,0.01,0.0001,751
13640,"AS60448","COVERNETAS","PL",4085,0.01,0.0001,751
13641,"AS61462","Ufinet Costa Rica, S. A.","EC",4084,0.06,0.0001,629
13642,"AS266664","ADEATEL S.A","EC",4084,0.06,0.0001,629
13643,"AS44693","IT-SYSTEMY-AS","RU",4084,0.00,0.0001,576
13644,"AS63840","LIVE-BD Live Network  System","BD",4083,0.02,0.0001,596
13645,"AS24268","SAINS National University Corporation Shizuoka University","JP",4080,0.00,0.0001,247
13646,"AS61818","Miriam dos Santos Oliveira ME","BR",4079,0.00,0.0001,394
13647,"AS266554","QST Telecom LTDA - ME","BR",4079,0.00,0.0001,394
13648,"AS267443","SPECTRUMNET TECNOLOGIA INTEGRADA LTDA - ME","BR",4079,0.00,0.0001,394
13649,"AS138658","","BD",4076,0.02,0.0001,595
13650,"AS39153","SETEL-AS1","RU",4076,0.00,0.0001,575
13651,"AS137967","","BD",4076,0.02,0.0001,595
13652,"AS64258","DESJARDINS - GROUPE TECHNOLOGIES DESJARDINS INC.","CA",4076,0.01,0.0001,574
13653,"AS42994","HQserv Communication Solutions","IL",4075,0.07,0.0001,560
13654,"AS15404","","DE",4074,0.01,0.0001,253
13655,"AS28885","OMANTEL-NAP-AS OmanTel NAP","GB",4070,0.01,0.0001,497
13656,"AS39857","TKY-AS","FI",4070,0.08,0.0001,263
13657,"AS51112","OSS-LTD-AS","RU",4069,0.00,0.0001,574
13658,"AS197443","KRASLINK-AS","RU",4069,0.00,0.0001,574
13659,"AS133477","BANGLADESHPOLICE-AS-AP Bangladesh Police","BD",4069,0.02,0.0001,594
13660,"AS61830","NETTRON TELECOMUNICACOES LTDA - ME","BR",4068,0.00,0.0001,393
13661,"AS53224","WEB NET COMERCIO DE EQUIPAMENTOS LTDA","BR",4068,0.00,0.0001,393
13662,"AS262577","RLC COMRCIO E SERVIOS LTDA - ME","BR",4068,0.00,0.0001,393
13663,"AS265072","Plnio Honrio Sartori","BR",4068,0.00,0.0001,393
13664,"AS1819","DCM-CABLE - DCM Cable Inc.","US",4064,0.00,0.0001,1024
13665,"AS8134","UP-NET - Baraga Telephone Company","US",4064,0.00,0.0001,1024
13666,"AS35928","BECKMAN-COULTER-ASN - BECKMAN COULTER, INC.","IN",4064,0.00,0.0001,569
13667,"AS22808","RESOURCES-22808 - LION RESOURCES, INC.","US",4064,0.00,0.0001,1024
13668,"AS25252","VOLVOIT","SE",4064,0.04,0.0001,343
13669,"AS48282","MCHOST-AS","RU",4062,0.00,0.0001,573
13670,"AS60720","POLYCOMM-AS","RU",4062,0.00,0.0001,573
13671,"AS58238","MKS-AS","RU",4062,0.00,0.0001,573
13672,"AS133408","UNITEN-AS-AP UNIVERSITI TENAGA NASIONAL SDN BHD","MY",4059,0.02,0.0001,661
13673,"AS200848","LUMINET2","CZ",4058,0.04,0.0001,404
13674,"AS268447","","BR",4058,0.00,0.0001,392
13675,"AS262395","WIFI Plus Provedor Ltda.","BR",4058,0.00,0.0001,392
13676,"AS60447","INETBULGARIA","BG",4058,0.10,0.0001,2223
13677,"AS266940","RNR Servicos de Internet Ltda","BR",4058,0.00,0.0001,392
13678,"AS265356","NET PLANETY INFOTELECOM LTDA ME","BR",4058,0.00,0.0001,392
13679,"AS263674","JSneT- Joao S Viana Junior ME","BR",4058,0.00,0.0001,392
13680,"AS44974","REGIONETSW-AS","DE",4058,0.01,0.0001,252
13681,"AS264124","SPEED SERVICE - INTERNET","BR",4058,0.00,0.0001,392
13682,"AS134868","SHARKTELINFOCOM-AS-IN SHARKTEL INFOCOM PRIVATE LIMITED","IN",4056,0.00,0.0001,568
13683,"AS135068","PLANET-SATELITE-AS-AP MS PLANET SATELITE","BD",4055,0.02,0.0001,592
13684,"AS3313","INET-AS","IT",4055,0.01,0.0001,650
13685,"AS197580","AS-CONNECTICORE Athens - Greece","GR",4052,0.06,0.0001,1847
13686,"AS32220","ASN-BELD - Braintree Electric Light Dept.","US",4052,0.00,0.0001,1021
13687,"AS205759","REFIMED","ES",4050,0.01,0.0001,411
13688,"AS199738","WIVACABLE-AS","ES",4050,0.01,0.0001,411
13689,"AS134918","BLUENET-AS Blue Net It Soltions Pvt Ltd","IN",4049,0.00,0.0001,567
13690,"AS393275","VINGN-VIRGIN-ISLANDS-NEXT-GENERATION-NETWORK - Virgin Islands Next Generation Network","VI",4049,7.15,0.0001,1735
13691,"AS206435","NOVLINE05-AS","RU",4048,0.00,0.0001,571
13692,"AS28623","PONTIFICIA UNIVERSID CATOLICA DO RIO GRANDE DO SUL","BR",4048,0.00,0.0001,391
13693,"AS264011","A. MORAIS DE S FERREIRA ME","BR",4048,0.00,0.0001,391
13694,"AS28738","INTERLAN-AS","RU",4048,0.00,0.0001,571
13695,"AS15199","WWU - Western Washington University","US",4048,0.00,0.0001,1020
13696,"AS197839","RAXEL-AS","PL",4047,0.01,0.0001,744
13697,"AS43709","SILESNET","PL",4047,0.01,0.0001,744
13698,"AS35019","BIX-AS","BH",4046,0.27,0.0001,459
13699,"AS17713","NSYSU-TW National Sun Yat-sen University","TW",4044,0.02,0.0001,1148
13700,"AS46147","HCTRL - OPTICALTEL","US",4044,0.00,0.0001,1019
13701,"AS40270","EPISD-ASN-1 - The El Paso Independent School District (EPISD)","US",4044,0.00,0.0001,1019
13702,"AS35359","ADRTEL-AS","IT",4043,0.01,0.0001,648
13703,"AS9104","CLIO-AS","IT",4043,0.01,0.0001,648
13704,"AS35913","DEDIPATH-LLC - DediPath","DE",4042,0.01,0.0001,251
13705,"AS37204","TELONE","DE",4042,0.01,0.0001,251
13706,"AS204073","JOBST-DSL","DE",4042,0.01,0.0001,251
13707,"AS27949","ANSES - Administracin Nacional de la Seguridad Social","AR",4041,0.01,0.0001,647
13708,"AS60852","ASCOMPSERVICE","RU",4041,0.00,0.0001,570
13709,"AS265836","NODOSOFT S.A.","AR",4041,0.01,0.0001,647
13710,"AS36384","GOOGLE-IT - Google LLC","TW",4040,0.02,0.0001,1147
13711,"AS15675","ETAT-DE-VAUD","CH",4039,0.05,0.0001,327
13712,"AS202053","UPCLOUD","FI",4039,0.08,0.0001,261
13713,"AS42908","MOBILKOM-AS","CZ",4038,0.04,0.0001,402
13714,"AS204348","","TR",4037,0.01,0.0001,1683
13715,"AS267189","ADRIANO SEABRA LEAL-ME","BR",4037,0.00,0.0001,390
13716,"AS263931","SpeedNet Telecom","BR",4037,0.00,0.0001,390
13717,"AS267363","","BR",4037,0.00,0.0001,390
13718,"AS263847","BS CONECT TELECOMUNICAOES LTDA","BR",4037,0.00,0.0001,390
13719,"AS267223","INFORTECH TELECOMUNICACAO EIRELI - ME","BR",4037,0.00,0.0001,390
13720,"AS14978","CSSBB - Consolidated Smart Systems LLC","US",4036,0.00,0.0001,1017
13721,"AS4565","MEGAPATH2-US - MegaPath Networks Inc.","US",4036,0.00,0.0001,1017
13722,"AS264657","CIBERNEK SRL","AR",4035,0.01,0.0001,646
13723,"AS52182","TEHNET-AS","UA",4035,0.02,0.0001,874
13724,"AS48480","ALTNET-AS","MD",4034,0.21,0.0001,585
13725,"AS48275","TSMS-ABKHAZIA-AS","RU",4034,0.00,0.0001,569
13726,"AS41829","REGIONSET-AS Zheleznogorsk, Russia","RU",4034,0.00,0.0001,569
13727,"AS42304","SIBERIANET-AS","RU",4034,0.00,0.0001,569
13728,"AS5400","BT","NL",4033,0.03,0.0001,418
13729,"AS35894","NATCONET-1 - Northern Arkansas Telephone Company","US",4032,0.00,0.0001,1016
13730,"AS62166","SPADHAUSEN","IT",4030,0.01,0.0001,646
13731,"AS50432","RBS-GBM-UKSTAFF","GB",4029,0.01,0.0001,492
13732,"AS57858","AS57858","SE",4029,0.04,0.0001,340
13733,"AS19575","ISPNET - ISPNET Communications LLC","US",4028,0.00,0.0001,1015
13734,"AS45815","HOSTCOIN-AS-IN-AP ESDS Software Solution Pvt. Ltd.","IN",4028,0.00,0.0001,564
13735,"AS263991","FERNANDA CRISTINA RUIZ MATIAZZO - ME","BR",4027,0.00,0.0001,389
13736,"AS203473","","RU",4027,0.00,0.0001,568
13737,"AS264937","TOPNET PROVEDOR E INFORMATICA LTDA","BR",4027,0.00,0.0001,389
13738,"AS266988","WELT COMERCIO E SERVIOS DE INTERNET LTDA ME","BR",4027,0.00,0.0001,389
13739,"AS28323","VIPRede Telecomunicaes Ltda","BR",4027,0.00,0.0001,389
13740,"AS28296","Acessa Telecomunicaes Ltda","BR",4027,0.00,0.0001,389
13741,"AS267174","Power Net Telecomunicao EIRELI-ME","BR",4027,0.00,0.0001,389
13742,"AS268221","","BR",4027,0.00,0.0001,389
13743,"AS45005","GORIZONT-YAROSLAVL-AS","RU",4027,0.00,0.0001,568
13744,"AS50025","NET-TELEVISION-AS","RU",4027,0.00,0.0001,568
13745,"AS266922","WIFIBRA TELECOM EIRELI  ME","BR",4027,0.00,0.0001,389
13746,"AS61785","Via Radio Dourados Informatica Ltda","BR",4027,0.00,0.0001,389
13747,"AS266216","Brasil Like telecomunicaes Ltda","BR",4027,0.00,0.0001,389
